client_id,first_name,last_name,age,email,phone,city,region,postal_code,registration_date,purchase_date,product,category,quantity,unit_price,total_purchase,payment_method,order_status,rating
CLI0430,Clara,Cabo,56,bautistapedrosa@example.com,+34944760795,Alicante,Valencian Community,11542,2021-10-26,2024-03-02,Backpack,Accessories,3,86.07,258.21,Credit card,Completed,4
CLI0431,Telmo,Roda,70,macaria64@example.org,+34 978 18 25 33,Barcelona,Catalonia,30572,2022-06-11,2024-01-18,Notebook,Culture,5,14.69,73.45,Cash,Completed,
CLI0432,Ezequiel,Rosselló,74,zacariassureda@example.org,+34 806192348,Bilbao,Basque Country,34953,2023-10-23,2024-06-20,Notebook,Culture,2,15.14,30.28,Credit card,Completed,
CLI0433,Amor,Cuervo,20,rurena@example.com,+34 943 141 171,Palma,Balearic Islands,24996,2022-03-15,2023-09-13,Watch,Accessories,1,140.33,140.33,Credit card,Completed,3
CLI0434,Zoraida,Crespo,58,lgibert@example.com,+34971 865 616,Gijon,Asturias,07418,2023-04-03,2024-02-11,Camera,Electronics,5,1023.51,5117.55,Credit card,Completed,
CLI0435,Adora,Sobrino,55,isidro58@example.com,+34 876 251 424,Las Palmas,Canary Islands,06973,2021-07-29,2024-04-30,Keyboard,Electronics,2,115.05,230.1,Bank transfer,Completed,
CLI0436,Pascual,Girona,19,leonor58@example.com,+34 887 11 88 91,Murcia,Region of Murcia,04145,2023-08-28,2023-10-19,Perfume,Accessories,1,57.33,57.33,Credit card,Completed,2
CLI0437,Zaira,Carretero,31,mohamed88@example.net,+34 944 15 21 76,Zaragoza,Aragon,47566,2023-08-29,2024-11-24,Watch,Accessories,2,149.61,299.22,Bizum,Cancelled,
CLI0438,Armando,Jáuregui,26,hugoroca@example.net,+34826 36 00 60,Alicante,Valencian Community,45463,2023-05-27,2024-04-30,Backpack,Accessories,1,97.37,97.37,PayPal,Cancelled,2
CLI0439,Toni,Pera,63,aquesada@example.com,+34807088324,Alicante,Valencian Community,39702,2024-03-14,2024-12-30,Dress,Clothing,3,84.75,254.25,Bank transfer,Pending,3
CLI0440,Abilio,Hernandez,61,llanosroxana@example.net,+34980894141,Las Palmas,Canary Islands,05314,2023-05-08,2023-11-06,Keyboard,Electronics,4,60.32,241.28,Cash,Pending,1
CLI0441,Candela,Sola,59,robertallano@example.com,+34938340712,Bilbao,Basque Country,08416,2024-06-09,2024-07-28,Mouse,Electronics,3,99.95,299.85,Cash,Completed,
CLI0442,Xiomara,Solano,58,millanmauricio@example.org,+34933 266 945,Malaga,Andalusia,22700,2021-08-12,2023-10-11,Trousers,Clothing,3,51.5,154.5,Bank transfer,Completed,3
CLI0443,Alfredo,Priego,69,maria-jose81@example.com,+34876 16 26 92,Vigo,Galicia,30383,2022-06-02,2023-02-28,Jacket,Clothing,2,72.49,144.98,Cash,Pending,2
CLI0444,Inés,Asenjo,34,maximino84@example.net,+34 847 898 242,Gijon,Asturias,16043,2022-01-16,2023-10-30,Notebook,Culture,4,5.51,22.04,Bizum,Pending,1
CLI0445,Edelmiro,Escamilla,39,herminiofuster@example.org,+34 807665669,Cordoba,Andalusia,39993,2023-02-16,2023-07-14,Monitor,Electronics,5,610.24,3051.2,PayPal,Cancelled,4
CLI0446,Irene,Carretero,37,timoteo22@example.com,+34741 307 181,Vigo,Galicia,20920,2023-08-08,2024-06-03,Perfume,Accessories,3,142.58,427.74,PayPal,Cancelled,
CLI0447,Cristian,Cañellas,66,ana-sofiavelazquez@example.net,+34980203945,Gijon,Asturias,04811,2022-10-30,2024-07-26,Trousers,Clothing,3,50.89,152.67,PayPal,Completed,2
CLI0448,Cebrián,Salinas,68,infantejordi@example.com,+34921162679,Gijon,Asturias,30587,2022-11-16,2024-03-06,Camera,Electronics,3,423.33,1269.99,Bank transfer,Completed,
CLI0449,Aurelia,Guitart,21,jose-ignacio39@example.com,+34966417829,Vigo,Galicia,14231,2024-03-20,2024-04-26,Dress,Clothing,1,71.74,71.74,Cash,Cancelled,1
CLI0450,Charo,Bernat,73,noeliaferreras@example.com,+34 926688941,Alicante,Valencian Community,40838,2021-10-17,2023-05-03,Keyboard,Electronics,5,162.31,811.55,Bizum,Cancelled,
CLI0451,Isa,Somoza,30,wcuenca@example.com,+34 927555244,Malaga,Andalusia,31218,2022-10-07,2023-05-21,T-shirt,Clothing,2,36.13,72.26,Bizum,Cancelled,4
CLI0452,Américo,Sanabria,49,larreaines@example.com,+34984 849 507,Malaga,Andalusia,19600,2022-02-01,2023-03-24,Shoes,Clothing,2,74.8,149.6,PayPal,Completed,1
CLI0453,Gaspar,Arranz,66,srubio@example.org,+34 953292255,Valencia,Valencian Community,22006,2024-02-21,2024-08-13,Keyboard,Electronics,2,63.76,127.52,Bizum,Completed,
CLI0454,María Dolores,Torralba,48,acasas@example.com,+34885 277 083,Murcia,Region of Murcia,24007,2021-09-05,2024-03-15,Headphones,Electronics,4,232.72,930.88,Credit card,Completed,3
CLI0455,Cruz,Aguado,19,emilianorodenas@example.org,+34803442889,Alicante,Valencian Community,02121,2021-08-05,2023-07-15,T-shirt,Clothing,5,36.76,183.8,Credit card,Completed,
CLI0456,Genoveva,Galván,42,nantunez@example.org,+34942 29 99 35,Las Palmas,Canary Islands,36622,2022-02-20,2023-04-16,Perfume,Accessories,2,68.04,136.08,Cash,Completed,
CLI0457,José Mari,Aragón,64,jose-manuelcases@example.org,+34826 140 593,Las Palmas,Canary Islands,29304,2022-11-22,2024-04-11,Watch,Accessories,3,70.57,211.71,Cash,Cancelled,2
CLI0458,Carlos,Gallego,66,judithrovira@example.net,+34900 87 59 92,Seville,Andalusia,13672,2022-02-07,2024-01-03,Camera,Electronics,4,1196.14,4784.56,PayPal,Pending,
CLI0459,Esteban,Álvarez,64,sonia25@example.org,+34 836167224,Barcelona,Catalonia,44865,2022-01-25,2023-08-05,Jacket,Clothing,2,159.08,318.16,Cash,Cancelled,
CLI0460,Itziar,Salinas,74,vazquezmarcos@example.org,+34822 404 579,Alicante,Valencian Community,03623,2022-06-16,2024-01-20,Camera,Electronics,1,911.11,911.11,Bank transfer,Cancelled,5
CLI0461,Guadalupe,Calzada,62,wbayon@example.org,+34976 008 524,Madrid,Community of Madrid,36291,2022-11-22,2023-02-19,T-shirt,Clothing,1,29.86,29.86,Bizum,Pending,5
CLI0462,Marcos,Hervás,62,amolins@example.com,+34820 698 351,Alicante,Valencian Community,51261,2022-05-01,2023-07-30,Dress,Clothing,2,72.7,145.4,Credit card,Completed,1
CLI0463,Benigno,Pla,62,vicenta71@example.com,+34807 74 28 09,Valencia,Valencian Community,04722,2022-09-20,2024-09-12,Book,Culture,5,22.05,110.25,Bizum,Completed,5
CLI0464,Emilio,Navas,30,dmari@example.com,+34 926 014 734,Bilbao,Basque Country,37843,2022-06-10,2024-05-24,Trousers,Clothing,1,40.55,40.55,PayPal,Completed,2
CLI0465,Blas,Blazquez,20,paulinasureda@example.org,+34820900889,Las Palmas,Canary Islands,08644,2022-07-15,2023-06-14,Camera,Electronics,3,903.44,2710.32,Bizum,Completed,4
CLI0466,Baltasar,Parra,23,brunilda05@example.org,+34948 95 42 26,Gijon,Asturias,38786,2022-11-25,2024-11-18,Camera,Electronics,1,434.51,434.51,Credit card,Cancelled,2
CLI0467,Nidia,Borja,75,luisamedina@example.com,+34 873 169 232,Zaragoza,Aragon,03951,2022-07-20,2023-04-14,Trousers,Clothing,1,67.87,67.87,PayPal,Pending,3
CLI0468,Alba,Duque,73,marisela57@example.org,+34844642113,Barcelona,Catalonia,30438,2021-08-21,2023-06-28,Dress,Clothing,1,71.78,71.78,Bank transfer,Completed,3
CLI0469,Eufemia,Uriarte,18,nayara83@example.org,+34 824 20 60 80,Vigo,Galicia,29233,2022-03-15,2023-02-16,Headphones,Electronics,1,266.33,266.33,PayPal,Completed,4
CLI0470,Mireia,Prada,70,nbusquets@example.net,+34978 724 054,Malaga,Andalusia,25018,2021-09-02,2024-01-17,Monitor,Electronics,1,324.4,324.4,PayPal,Completed,4
CLI0471,Hilda,Cantón,59,inocenciocarmona@example.org,+34 927 20 29 97,Gijon,Asturias,30624,2021-08-30,2024-03-07,Dress,Clothing,4,105.21,420.84,PayPal,Completed,
CLI0472,Javier,Morell,44,cabezacristian@example.net,+34 876317680,Gijon,Asturias,14405,2021-09-17,2023-04-17,Notebook,Culture,2,6.17,12.34,Cash,Pending,4
CLI0473,Adora,Camacho,19,susanita81@example.com,+34882877753,Vigo,Galicia,17470,2024-03-11,2024-09-18,Shoes,Clothing,3,107.25,321.75,PayPal,Pending,1
CLI0474,Elisa,Serra,34,leoncio06@example.org,+34 718090424,Alicante,Valencian Community,50916,2022-10-18,2023-03-06,Perfume,Accessories,1,76.41,76.41,Bank transfer,Completed,5
CLI0475,Agustín,Cordero,60,manuelitapelaez@example.com,+34946 35 42 27,Vigo,Galicia,34300,2023-04-22,2023-08-18,Backpack,Accessories,5,79.49,397.45,Bank transfer,Cancelled,5
CLI0476,Cándido,Hierro,40,aurea18@example.net,+34925 52 12 31,Alicante,Valencian Community,04769,2022-01-20,2024-05-08,Trousers,Clothing,2,48.81,97.62,Bizum,Completed,5
CLI0477,Celestina,Poza,59,wrivas@example.com,+34 943 099 592,Gijon,Asturias,16272,2022-07-03,2023-01-12,Perfume,Accessories,1,148.47,148.47,PayPal,Cancelled,4
CLI0478,Marita,Criado,33,emarquez@example.com,+34922 59 49 65,Malaga,Andalusia,26267,2022-03-02,2023-11-25,Watch,Accessories,4,124.43,497.72,Bank transfer,Completed,5
CLI0479,María Carmen,Amor,47,reyes98@example.org,+34 881 639 055,Palma,Balearic Islands,05343,2021-07-16,2023-03-22,Book,Culture,2,18.22,36.44,Cash,Pending,
CLI0480,Jose Luis,Duarte,65,mayolnuria@example.com,+34824861615,Alicante,Valencian Community,01376,2021-10-04,2024-05-24,Keyboard,Electronics,1,91.53,91.53,Credit card,Completed,1
CLI0481,Bernarda,Gárate,57,cristian55@example.org,+34 821236741,Alicante,Valencian Community,17219,2023-01-24,2024-09-10,Mouse,Electronics,1,59.42,59.42,Bank transfer,Cancelled,4
CLI0482,María Jesús,Garay,72,adadiapepito@example.com,+34849 099 990,Palma,Balearic Islands,15675,2022-05-08,2023-08-17,Camera,Electronics,1,563.34,563.34,Bank transfer,Cancelled,5
CLI0483,Flavio,Calatayud,25,eladio20@example.org,+34 900 487 314,Madrid,Community of Madrid,41967,2022-07-08,2024-04-08,Keyboard,Electronics,3,134.67,404.01,PayPal,Completed,3
CLI0484,Efraín,Fuentes,75,fausto01@example.net,+34 807 430 906,Valencia,Valencian Community,12797,2022-09-04,2023-02-16,Mouse,Electronics,1,56.98,56.98,Bizum,Completed,4
CLI0485,Alma,Clemente,25,antonluis@example.net,+34922866303,Gijon,Asturias,42100,2022-11-18,2023-07-12,Trousers,Clothing,2,38.99,77.98,Bizum,Completed,2
CLI0486,Godofredo,Gimeno,58,maria31@example.org,+34 942 46 30 85,Vigo,Galicia,32572,2021-10-09,2023-02-17,Notebook,Culture,4,11.76,47.04,Cash,Completed,4
CLI0487,Pía,Viñas,49,llabresfeliciano@example.net,+34 800 42 16 85,Barcelona,Catalonia,13499,2023-02-01,2023-05-18,Keyboard,Electronics,5,125.35,626.75,Cash,Completed,4
CLI0488,Gaspar,Benitez,62,olmedoabilio@example.com,+34 983213499,Bilbao,Basque Country,20555,2022-05-07,2023-07-01,Watch,Accessories,5,313.3,1566.5,PayPal,Completed,
CLI0489,Chus,Espejo,74,jose-franciscorivero@example.com,+34 874 437 515,Murcia,Region of Murcia,04788,2023-06-08,2024-05-31,Book,Culture,3,24.21,72.63,Bizum,Cancelled,2
CLI0490,Bernarda,Pera,46,plinio25@example.net,+34822 938 691,Valladolid,Castile and León,23926,2022-04-11,2023-10-29,Dress,Clothing,3,65.81,197.43,PayPal,Completed,5
CLI0491,Ágata,Blanca,63,lcompany@example.com,+34975 463 186,Cordoba,Andalusia,13410,2022-06-30,2023-11-18,Dress,Clothing,5,105.88,529.4,Cash,Completed,
CLI0492,Saturnina,Aroca,26,camila87@example.net,+34987 101 208,Cordoba,Andalusia,49936,2022-05-26,2024-11-19,Monitor,Electronics,3,614.35,1843.05,PayPal,Cancelled,3
CLI0493,Dorotea,Morcillo,48,aparicioteobaldo@example.org,+34 986 29 97 31,Bilbao,Basque Country,29281,2023-03-02,2024-07-29,Notebook,Culture,3,7.31,21.93,Cash,Pending,5
CLI0494,Bernardino,Mur,51,cheurrutia@example.com,+34927822042,Madrid,Community of Madrid,26356,2021-06-17,2023-01-14,Dress,Clothing,4,108.97,435.88,Credit card,Pending,
CLI0495,Aurelio,Fuster,36,gualeladio@example.net,+34983 55 14 54,Alicante,Valencian Community,44677,2023-03-08,2023-06-14,Book,Culture,3,9.53,28.59,Bank transfer,Completed,3
CLI0496,Eva María,Camps,70,danpardo@example.org,+34 922 135 914,Palma,Balearic Islands,23151,2023-02-10,2024-01-03,Jacket,Clothing,1,163.04,163.04,Credit card,Cancelled,5
CLI0497,Maricela,Gálvez,33,custodia54@example.com,+34 973 26 21 91,Las Palmas,Canary Islands,13364,2021-11-20,2024-02-03,Watch,Accessories,5,150.94,754.7,Bank transfer,Completed,4
CLI0498,Camilo,Amat,21,gargallonicolas@example.org,+34874 041 283,Barcelona,Catalonia,23953,2022-03-30,2024-07-19,Headphones,Electronics,3,336.14,1008.42,Bank transfer,Completed,4
CLI0499,Florinda,Cardona,52,qvalcarcel@example.net,+34 825 129 497,Cordoba,Andalusia,28302,2021-06-26,2024-08-25,Watch,Accessories,3,151.5,454.5,Cash,Completed,2
CLI0500,Bernabé,López,29,duranfabiana@example.net,+34 901044529,Cordoba,Andalusia,04413,2023-04-28,2023-07-11,Dress,Clothing,1,70.39,70.39,Cash,Completed,4
